Crash ID,State,Month,Year,Dayweek,Time,Crash_Type,Number_of_Fatalities,Bus_Involvement,Rigid_Truck_Involvement,Articulated_Truck_Involvement ,Speed_Limit,National_Remoteness_Region,SA4_Name_2016,LGA_Name_2017,National_Road_Type,Christmas_Period,Easter_Period
20172176,VIC,April,2017,Tuesday,17:30,Pedestrian,1,No,No,No,60,Major Cities of Australia,Melbourne - Inner,Port Phillip (C),Arterial Road,No,No
20172177,VIC,April,2017,Thursday,02:20,Single vehicle,1,No,No,Yes,80,Inner Regional Australia,Geelong,Golden Plains (S),Local Road,No,No
20172183,VIC,April,2017,Tuesday,18:34,Multiple vehicle,1,No,No,No,60,Major Cities of Australia,Melbourne - West,Brimbank (C),Arterial Road,No,No
20172185,VIC,April,2017,Tuesday,08:10,Single vehicle,1,No,No,No,80,Inner Regional Australia,Geelong,Greater Geelong (C),Local Road,No,No
20172187,VIC,April,2017,Monday,17:00,Single vehicle,1,Yes,No,No,100,Outer Regional Australia,Warrnambool and South West,Colac-Otway (S),Arterial Road,No,No
20172198,VIC,April,2017,Friday,08:50,Multiple vehicle,1,No,No,No,100,Major Cities of Australia,Melbourne - South East,Cardinia (S),National Or State Highway,No,Yes
20172215,VIC,April,2017,Sunday,09:56,Multiple vehicle,1,No,No,No,70,Inner Regional Australia,Melbourne - South East,Cardinia (S),Arterial Road,No,No
20172216,VIC,April,2017,Tuesday,07:30,Single vehicle,1,No,No,No,100,Inner Regional Australia,Hume,Murrindindi (S),National Or State Highway,No,No
20172016,VIC,March,2017,Friday,17:42,Multiple vehicle,1,No,No,Yes,60,Major Cities of Australia,Melbourne - West,Maribyrnong (C),Arterial Road,No,No
20172055,VIC,March,2017,Tuesday,11:10,Single vehicle,1,No,No,No,100,Outer Regional Australia,Hume,Wangaratta (RC),Access Road,No,No
20172059,VIC,March,2017,Monday,23:55,Multiple vehicle,1,No,No,No,100,Major Cities of Australia,Melbourne - West,Brimbank (C),National Or State Highway,No,No
20172064,VIC,March,2017,Thursday,06:58,Multiple vehicle,1,No,No,Yes,100,Outer Regional Australia,Warrnambool and South West,Southern Grampians (S),National Or State Highway,No,No
20172076,VIC,March,2017,Friday,16:20,Multiple vehicle,1,No,No,No,100,Inner Regional Australia,Hume,Benalla (RC),Arterial Road,No,No
20172078,VIC,March,2017,Tuesday,14:10,Single vehicle,1,No,No,No,100,Outer Regional Australia,Warrnambool and South West,Southern Grampians (S),Arterial Road,No,No
20172083,VIC,March,2017,Saturday,02:00,Single vehicle,1,No,No,No,60,Inner Regional Australia,Melbourne - West,Moorabool (S),Arterial Road,No,No
20172107,VIC,March,2017,Friday,06:30,Multiple vehicle,1,No,No,Yes,100,Major Cities of Australia,Melbourne - North West,Brimbank (C),National Or State Highway,No,No
20172114,VIC,March,2017,Friday,03:28,Single vehicle,1,No,No,No,60,Major Cities of Australia,Melbourne - South East,Casey (C),Sub-Arterial Road,No,No
20172121,VIC,March,2017,Saturday,11:35,Single vehicle,1,No,No,No,80,Outer Regional Australia,Latrobe - Gippsland,South Gippsland (S),Arterial Road,No,No
20172139,VIC,March,2017,Friday,13:30,Pedestrian,1,No,No,No,60,Major Cities of Australia,Melbourne - Inner,Melbourne (C),Sub-Arterial Road,No,No
20172149,VIC,March,2017,Tuesday,08:14,Pedestrian,1,No,No,No,50,Major Cities of Australia,Melbourne - West,Melton (C),Local Road,No,No
20172153,VIC,March,2017,Tuesday,02:30,Single vehicle,1,No,No,No,70,Major Cities of Australia,Melbourne - West,Melton (C),Arterial Road,No,No
20172159,VIC,March,2017,Thursday,14:47,Multiple vehicle,1,No,Yes,No,80,Major Cities of Australia,Melbourne - West,Wyndham (C),National Or State Highway,No,No
20172167,VIC,March,2017,Thursday,11:30,Single vehicle,1,No,No,No,100,Outer Regional Australia,North West,Buloke (S),Access Road,No,No
20172180,VIC,March,2017,Sunday,00:25,Multiple vehicle,1,No,No,No,80,Inner Regional Australia,Geelong,Greater Geelong (C),Sub-Arterial Road,No,No
20172191,VIC,March,2017,Sunday,01:00,Single vehicle,1,No,No,No,100,Outer Regional Australia,North West,Horsham (RC),Sub-Arterial Road,No,No
20172193,VIC,March,2017,Saturday,04:14,Single vehicle,1,No,No,No,80,Inner Regional Australia,Latrobe - Gippsland,Bass Coast (S),Arterial Road,No,No
20172199,VIC,March,2017,Friday,00:30,Single vehicle,1,No,No,No,100,Outer Regional Australia,Warrnambool and South West,Glenelg (S),Arterial Road,No,No
20172222,VIC,March,2017,Tuesday,16:25,Single vehicle,1,No,No,No,100,Inner Regional Australia,Ballarat,Pyrenees (S),National Or State Highway,No,No
20172223,VIC,March,2017,Saturday,12:22,Single vehicle,1,No,No,No,-9,Major Cities of Australia,Melbourne - West,Wyndham (C),Collector Road,No,No
20172237,VIC,March,2017,Friday,08:30,Multiple vehicle,1,No,No,Yes,100,Inner Regional Australia,Ballarat,Pyrenees (S),Arterial Road,No,No
20172006,VIC,February,2017,Wednesday,10:55,Single vehicle,1,No,No,No,100,Inner Regional Australia,Hume,Benalla (RC),National Or State Highway,No,No
20172011,VIC,February,2017,Thursday,21:32,Single vehicle,1,No,No,No,80,Major Cities of Australia,Melbourne - South East,Monash (C),Arterial Road,No,No
20172014,VIC,February,2017,Monday,08:35,Multiple vehicle,1,No,No,No,70,Major Cities of Australia,Melbourne - South East,Casey (C),Collector Road,No,No
20172037,VIC,February,2017,Thursday,11:30,Single vehicle,1,No,No,No,100,Outer Regional Australia,Warrnambool and South West,Moyne (S),Arterial Road,No,No
20172074,VIC,February,2017,Monday,12:05,Multiple vehicle,1,No,No,No,110,Inner Regional Australia,Hume,Strathbogie (S),National Or State Highway,No,No
20172084,VIC,February,2017,Thursday,07:40,Single vehicle,1,No,Yes,No,100,Outer Regional Australia,Latrobe - Gippsland,East Gippsland (S),Sub-Arterial Road,No,No
20172093,VIC,February,2017,Sunday,14:45,Multiple vehicle,1,No,No,No,100,Inner Regional Australia,Melbourne - West,Moorabool (S),Arterial Road,No,No
20172102,VIC,February,2017,Thursday,14:00,Single vehicle,1,No,No,No,100,Inner Regional Australia,Melbourne - North West,Macedon Ranges (S),Arterial Road,No,No
20172104,VIC,February,2017,Friday,17:22,Multiple vehicle,1,No,Yes,No,80,Inner Regional Australia,Ballarat,Hepburn (S),National Or State Highway,No,No
20172133,VIC,February,2017,Friday,22:44,Single vehicle,1,No,No,No,50,Major Cities of Australia,Melbourne - South East,Kingston (C) (Vic.),Local Road,No,No
20172145,VIC,February,2017,Saturday,15:15,Single vehicle,1,No,No,No,100,Outer Regional Australia,North West,Northern Grampians (S),Local Road,No,No
20172165,VIC,February,2017,Tuesday,14:45,Single vehicle,1,No,No,Yes,100,Inner Regional Australia,Latrobe - Gippsland,Wellington (S),National Or State Highway,No,No
20172178,VIC,February,2017,Monday,15:36,Multiple vehicle,1,No,No,No,60,Major Cities of Australia,Melbourne - South East,Greater Dandenong (C),Arterial Road,No,No
20172184,VIC,February,2017,Friday,07:30,Single vehicle,1,No,No,No,100,Inner Regional Australia,Shepparton,Campaspe (S),Arterial Road,No,No
20172194,VIC,February,2017,Monday,07:00,Single vehicle,1,No,No,No,100,Inner Regional Australia,Bendigo,Greater Bendigo (C),Sub-Arterial Road,No,No
20172196,VIC,February,2017,Wednesday,18:44,Single vehicle,1,No,No,No,100,Major Cities of Australia,Melbourne - West,Melton (C),Collector Road,No,No
20172200,VIC,February,2017,Friday,20:40,Single vehicle,1,No,No,No,100,Inner Regional Australia,Shepparton,Moira (S),Local Road,No,No
20172201,VIC,February,2017,Wednesday,16:00,Multiple vehicle,1,No,No,No,100,Inner Regional Australia,Shepparton,Moira (S),Sub-Arterial Road,No,No
20172022,VIC,January,2017,Thursday,08:55,Multiple vehicle,1,No,Yes,No,-9,Major Cities of Australia,Melbourne - Outer East,Knox (C),Arterial Road,No,No
20172032,VIC,January,2017,Saturday,16:47,Multiple vehicle,1,No,No,No,60,Major Cities of Australia,Melbourne - Inner South,Bayside (C),Arterial Road,No,No
20172036,VIC,January,2017,Tuesday,16:30,Multiple vehicle,1,No,No,No,60,Major Cities of Australia,Melbourne - West,Wyndham (C),Arterial Road,No,No
20172048,VIC,January,2017,Sunday,16:50,Multiple vehicle,1,No,No,No,100,Inner Regional Australia,Bendigo,Greater Bendigo (C),Arterial Road,No,No
20172062,VIC,January,2017,Thursday,17:28,Multiple vehicle,1,No,No,No,100,Inner Regional Australia,Latrobe - Gippsland,Latrobe (C) (Vic.),Local Road,No,No
20172086,VIC,January,2017,Wednesday,03:50,Single vehicle,1,No,No,No,100,Inner Regional Australia,Geelong,Greater Geelong (C),Arterial Road,No,No
20172100,VIC,January,2017,Monday,07:59,Pedestrian,1,No,No,No,60,Inner Regional Australia,Hume,Wangaratta (RC),Local Road,No,No
20172110,VIC,January,2017,Sunday,16:50,Multiple vehicle,1,No,No,No,100,Inner Regional Australia,Latrobe - Gippsland,South Gippsland (S),National Or State Highway,No,No
20172113,VIC,January,2017,Friday,16:45,Single vehicle,1,No,No,No,100,Inner Regional Australia,Shepparton,Campaspe (S),Arterial Road,No,No
20172129,VIC,January,2017,Saturday,00:35,Single vehicle,1,No,No,No,60,Major Cities of Australia,Melbourne - Outer East,Yarra Ranges (S),Sub-Arterial Road,No,No
20172156,VIC,January,2017,Monday,15:30,Single vehicle,1,No,No,No,50,Major Cities of Australia,Melbourne - Inner South,Bayside (C),Collector Road,No,No
20172173,VIC,January,2017,Friday,17:00,Multiple vehicle,1,No,No,No,100,Inner Regional Australia,Ballarat,Golden Plains (S),National Or State Highway,No,No
20172179,VIC,January,2017,Wednesday,18:50,Multiple vehicle,1,No,No,No,100,Inner Regional Australia,Shepparton,Greater Shepparton (C),National Or State Highway,No,No
20172205,VIC,January,2017,Friday,03:50,Single vehicle,1,No,No,No,100,Inner Regional Australia,Ballarat,Golden Plains (S),National Or State Highway,No,No
20172218,VIC,January,2017,Sunday,04:30,Pedestrian,1,No,No,No,100,Outer Regional Australia,North West,Swan Hill (RC),Sub-Arterial Road,No,No
20172234,VIC,January,2017,Tuesday,16:00,Multiple vehicle,1,No,No,Yes,110,Inner Regional Australia,Latrobe - Gippsland,Latrobe (C) (Vic.),National Or State Highway,No,No
20172239,VIC,January,2017,Wednesday,14:30,Multiple vehicle,1,No,No,Yes,100,Outer Regional Australia,North West,Swan Hill (RC),Local Road,No,No
20173019,QLD,December,2017,Saturday,11:00,Multiple vehicle,2,No,No,No,80,Inner Regional Australia,Ipswich,Somerset (R),National Or State Highway,No,No
20173036,QLD,December,2017,Thursday,16:00,Multiple vehicle,1,No,No,No,100,Major Cities of Australia,Moreton Bay - North,Moreton Bay (R),National Or State Highway,Yes,No
20173045,QLD,December,2017,Thursday,20:00,Multiple vehicle,1,No,No,No,70,Major Cities of Australia,Logan - Beaudesert,Logan (C),Sub-Arterial Road,No,No
20173046,QLD,December,2017,Tuesday,16:00,Multiple vehicle,1,No,Yes,No,100,Inner Regional Australia,Moreton Bay - North,Moreton Bay (R),Sub-Arterial Road,No,No
20173054,QLD,December,2017,Wednesday,06:00,Single vehicle,1,No,No,No,50,Remote Australia,Townsville,Palm Island (S),Local Road,Yes,No
20173055,QLD,December,2017,Saturday,13:00,Single vehicle,1,No,No,No,100,Inner Regional Australia,Ipswich,Lockyer Valley (R),Local Road,Yes,No
20173060,QLD,December,2017,Friday,23:00,Pedestrian,1,No,No,No,90,Major Cities of Australia,Sunshine Coast,Sunshine Coast (R),Sub-Arterial Road,No,No
20173061,QLD,December,2017,Thursday,10:00,Single vehicle,1,No,No,No,100,Inner Regional Australia,Logan - Beaudesert,Logan (C),Collector Road,No,No
20173064,QLD,December,2017,Thursday,15:00,Multiple vehicle,1,No,No,No,80,Major Cities of Australia,Ipswich,Ipswich (C),Sub-Arterial Road,No,No
20173069,QLD,December,2017,Friday,10:00,Multiple vehicle,1,No,No,No,80,Inner Regional Australia,Sunshine Coast,Sunshine Coast (R),Local Road,No,No
20173080,QLD,December,2017,Sunday,15:00,Single vehicle,1,No,No,No,80,Outer Regional Australia,Wide Bay,North Burnett (R),Sub-Arterial Road,No,No
20173082,QLD,December,2017,Wednesday,06:00,Single vehicle,1,No,No,No,70,Outer Regional Australia,Cairns,Cairns (R),Collector Road,Yes,No
20173112,QLD,December,2017,Monday,11:00,Multiple vehicle,2,No,No,No,70,Major Cities of Australia,Brisbane - East,Brisbane (C),Sub-Arterial Road,Yes,No
20173117,QLD,December,2017,Sunday,03:00,Single vehicle,1,No,No,No,50,Major Cities of Australia,Brisbane - East,Brisbane (C),Local Road,No,No
20173126,QLD,December,2017,Thursday,23:00,Single vehicle,1,No,No,No,50,Major Cities of Australia,Brisbane Inner City,Brisbane (C),Collector Road,No,No
20173137,QLD,December,2017,Sunday,13:00,Single vehicle,1,No,No,Yes,100,Very Remote Australia,Townsville,Charters Towers (R),National Or State Highway,No,No
20173149,QLD,December,2017,Tuesday,13:00,Single vehicle,1,No,No,No,70,Major Cities of Australia,Brisbane - West,Brisbane (C),Sub-Arterial Road,No,No
20173150,QLD,December,2017,Saturday,21:00,Single vehicle,1,No,No,No,70,Major Cities of Australia,Moreton Bay - South,Moreton Bay (R),Sub-Arterial Road,No,No
20173159,QLD,December,2017,Saturday,13:00,Single vehicle,1,No,No,No,110,Remote Australia,Mackay - Isaac - Whitsunday,Isaac (R),National Or State Highway,No,No
20173189,QLD,December,2017,Sunday,17:00,Multiple vehicle,1,No,No,No,60,Major Cities of Australia,Brisbane - East,Brisbane (C),Collector Road,No,No
20173193,QLD,December,2017,Tuesday,04:00,Single vehicle,1,No,No,No,100,Outer Regional Australia,Mackay - Isaac - Whitsunday,Isaac (R),Collector Road,No,No
20173200,QLD,December,2017,Tuesday,16:00,Single vehicle,1,No,No,No,100,Outer Regional Australia,Mackay - Isaac - Whitsunday,Isaac (R),National Or State Highway,No,No
20173005,QLD,November,2017,Wednesday,07:00,Multiple vehicle,1,No,No,No,50,Major Cities of Australia,Brisbane - West,Brisbane (C),Collector Road,No,No
20173020,QLD,November,2017,Friday,21:00,Single vehicle,1,No,No,No,100,Outer Regional Australia,Mackay - Isaac - Whitsunday,Whitsunday (R),National Or State Highway,No,No
20173024,QLD,November,2017,Friday,22:00,Single vehicle,1,No,No,No,100,Outer Regional Australia,Mackay - Isaac - Whitsunday,Mackay (R),Local Road,No,No
20173029,QLD,November,2017,Monday,02:00,Multiple vehicle,1,No,No,Yes,60,Major Cities of Australia,Ipswich,Brisbane (C),Local Road,No,No
20173073,QLD,November,2017,Sunday,00:00,Single vehicle,1,No,No,No,50,Outer Regional Australia,Darling Downs - Maranoa,Toowoomba (R),Collector Road,No,No
20173094,QLD,November,2017,Monday,19:00,Pedestrian,1,No,No,No,50,Inner Regional Australia,Wide Bay,Bundaberg (R),Local Road,No,No
20173095,QLD,November,2017,Sunday,02:00,Pedestrian,1,No,No,No,60,Outer Regional Australia,Mackay - Isaac - Whitsunday,Whitsunday (R),Sub-Arterial Road,No,No
20173101,QLD,November,2017,Wednesday,06:00,Multiple vehicle,1,No,No,No,50,Major Cities of Australia,Gold Coast,Gold Coast (C),Local Road,No,No
20173152,QLD,November,2017,Tuesday,11:00,Multiple vehicle,1,No,No,No,60,Inner Regional Australia,Toowoomba,Toowoomba (R),Collector Road,No,No
20173161,QLD,November,2017,Monday,10:00,Multiple vehicle,1,No,No,Yes,100,Outer Regional Australia,Cairns,Cassowary Coast (R),National Or State Highway,No,No
20173179,QLD,November,2017,Wednesday,20:00,Pedestrian,1,No,No,No,60,Major Cities of Australia,Gold Coast,Gold Coast (C),Collector Road,No,No
20173195,QLD,November,2017,Monday,23:00,Pedestrian,1,No,No,No,60,Major Cities of Australia,Sunshine Coast,Sunshine Coast (R),National Or State Highway,No,No
20173202,QLD,November,2017,Sunday,05:00,Multiple vehicle,1,No,No,No,100,Outer Regional Australia,Mackay - Isaac - Whitsunday,Mackay (R),National Or State Highway,No,No
20173210,QLD,November,2017,Friday,19:00,Multiple vehicle,1,No,No,No,80,Outer Regional Australia,Cairns,Tablelands (R),National Or State Highway,No,No
20173013,QLD,October,2017,Sunday,09:00,Single vehicle,1,No,No,No,100,Outer Regional Australia,Mackay - Isaac - Whitsunday,Isaac (R),National Or State Highway,No,No
20173034,QLD,October,2017,Monday,11:00,Multiple vehicle,1,No,No,No,50,Major Cities of Australia,Moreton Bay - North,Moreton Bay (R),Local Road,No,No
20173056,QLD,October,2017,Monday,11:00,Multiple vehicle,1,No,No,No,100,Outer Regional Australia,Central Queensland,Gladstone (R),Sub-Arterial Road,No,No
20173066,QLD,October,2017,Monday,19:00,Single vehicle,1,No,No,No,80,Inner Regional Australia,Wide Bay,Gympie (R),Local Road,No,No
20173072,QLD,October,2017,Friday,15:00,Single vehicle,1,No,No,No,100,Inner Regional Australia,Ipswich,Lockyer Valley (R),National Or State Highway,No,No
20173078,QLD,October,2017,Wednesday,19:00,Multiple vehicle,1,No,No,No,60,Major Cities of Australia,Brisbane - South,Brisbane (C),Collector Road,No,No
20173106,QLD,October,2017,Sunday,18:00,Multiple vehicle,1,No,No,No,60,Major Cities of Australia,Logan - Beaudesert,Logan (C),Sub-Arterial Road,No,No
20173107,QLD,October,2017,Thursday,00:00,Single vehicle,1,No,No,No,80,Major Cities of Australia,Moreton Bay - South,Moreton Bay (R),Sub-Arterial Road,No,No
20173110,QLD,October,2017,Saturday,20:00,Pedestrian,1,No,No,No,100,Inner Regional Australia,Wide Bay,Fraser Coast (R),Sub-Arterial Road,No,No
20173116,QLD,October,2017,Tuesday,20:00,Multiple vehicle,1,No,No,No,60,Major Cities of Australia,Moreton Bay - North,Moreton Bay (R),Local Road,No,No
20173119,QLD,October,2017,Sunday,11:00,Multiple vehicle,2,No,No,No,100,Inner Regional Australia,Wide Bay,Bundaberg (R),Sub-Arterial Road,No,No
20173131,QLD,October,2017,Monday,18:00,Multiple vehicle,1,No,No,No,110,Major Cities of Australia,Gold Coast,Gold Coast (C),Sub-Arterial Road,No,No
20173146,QLD,October,2017,Wednesday,19:00,Pedestrian,1,No,No,No,40,Major Cities of Australia,Brisbane Inner City,Brisbane (C),Local Road,No,No
20173169,QLD,October,2017,Friday,13:00,Single vehicle,1,No,No,No,60,Inner Regional Australia,Moreton Bay - North,Moreton Bay (R),Sub-Arterial Road,No,No
20173180,QLD,October,2017,Wednesday,14:00,Single vehicle,1,No,No,No,80,Major Cities of Australia,Moreton Bay - North,Moreton Bay (R),Local Road,No,No
20173185,QLD,October,2017,Sunday,19:00,Single vehicle,1,No,No,No,80,Major Cities of Australia,Brisbane - South,Brisbane (C),National Or State Highway,No,No
20173190,QLD,October,2017,Sunday,12:00,Single vehicle,1,No,No,No,110,Remote Australia,Mackay - Isaac - Whitsunday,Isaac (R),National Or State Highway,No,No
20173198,QLD,October,2017,Wednesday,05:00,Multiple vehicle,1,No,No,No,60,Major Cities of Australia,Brisbane Inner City,Brisbane (C),Sub-Arterial Road,No,No
20173217,QLD,October,2017,Thursday,08:00,Multiple vehicle,1,No,No,No,90,Outer Regional Australia,Mackay - Isaac - Whitsunday,Mackay (R),Sub-Arterial Road,No,No
20173220,QLD,October,2017,Sunday,10:00,Pedestrian,1,No,No,No,40,Major Cities of Australia,Gold Coast,Gold Coast (C),Local Road,No,No
20173227,QLD,October,2017,Sunday,18:00,Single vehicle,1,No,No,No,100,Outer Regional Australia,Mackay - Isaac - Whitsunday,Whitsunday (R),National Or State Highway,No,No
20173014,QLD,September,2017,Sunday,05:00,Single vehicle,1,No,No,No,80,Outer Regional Australia,Townsville,Townsville (C),National Or State Highway,No,No
20173033,QLD,September,2017,Sunday,17:00,Single vehicle,1,No,No,No,100,Inner Regional Australia,Central Queensland,Rockhampton (R),Access Road,No,No
20173038,QLD,September,2017,Monday,19:00,Multiple vehicle,1,No,No,No,100,Inner Regional Australia,Darling Downs - Maranoa,Toowoomba (R),Sub-Arterial Road,No,No
20173039,QLD,September,2017,Saturday,22:00,Single vehicle,1,No,No,No,60,Major Cities of Australia,Brisbane Inner City,Brisbane (C),National Or State Highway,No,No
20173059,QLD,September,2017,Sunday,17:00,Single vehicle,1,No,No,No,80,Outer Regional Australia,Cairns,Cassowary Coast (R),Collector Road,No,No
20173065,QLD,September,2017,Saturday,12:00,Single vehicle,1,No,No,No,100,Very Remote Australia,Queensland - Outback,Cook (S),Sub-Arterial Road,No,No
20173068,QLD,September,2017,Saturday,11:00,Pedestrian,1,No,No,No,70,Major Cities of Australia,Brisbane - South,Brisbane (C),Sub-Arterial Road,No,No
20173077,QLD,September,2017,Tuesday,00:00,Single vehicle,1,No,No,Yes,100,Outer Regional Australia,Wide Bay,Bundaberg (R),National Or State Highway,No,No
20173084,QLD,September,2017,Saturday,06:00,Single vehicle,1,No,No,No,80,Outer Regional Australia,Wide Bay,South Burnett (R),Local Road,No,No
20173089,QLD,September,2017,Friday,06:00,Pedestrian,1,No,No,No,110,Major Cities of Australia,Gold Coast,Gold Coast (C),National Or State Highway,No,No
20173090,QLD,September,2017,Friday,19:00,Multiple vehicle,1,No,No,No,50,Major Cities of Australia,Brisbane - South,Brisbane (C),Local Road,No,No
20173092,QLD,September,2017,Wednesday,09:00,Single vehicle,1,No,No,No,100,Major Cities of Australia,Brisbane - South,Brisbane (C),Collector Road,No,No
20173120,QLD,September,2017,Wednesday,16:00,Single vehicle,1,No,No,No,50,Major Cities of Australia,Moreton Bay - North,Moreton Bay (R),Local Road,No,No
20173121,QLD,September,2017,Wednesday,08:00,Single vehicle,2,No,No,No,100,Outer Regional Australia,Wide Bay,Bundaberg (R),National Or State Highway,No,No
20173123,QLD,September,2017,Tuesday,20:00,Pedestrian,1,No,No,No,60,Major Cities of Australia,Brisbane - South,Brisbane (C),Local Road,No,No
20173128,QLD,September,2017,Wednesday,09:00,Multiple vehicle,1,No,No,No,60,Inner Regional Australia,Ipswich,Somerset (R),Sub-Arterial Road,No,No
20173133,QLD,September,2017,Saturday,11:00,Single vehicle,1,No,No,No,100,Inner Regional Australia,Ipswich,Somerset (R),Sub-Arterial Road,No,No
20173136,QLD,September,2017,Monday,11:00,Single vehicle,1,No,No,Yes,100,Remote Australia,Central Queensland,Banana (S),Local Road,No,No
20173145,QLD,September,2017,Monday,12:00,Single vehicle,2,No,No,No,100,Outer Regional Australia,Wide Bay,South Burnett (R),Sub-Arterial Road,No,No
20173157,QLD,September,2017,Tuesday,08:00,Single vehicle,2,No,No,No,110,Remote Australia,Central Queensland,Central Highlands (R) (Qld),National Or State Highway,No,No
20173165,QLD,September,2017,Monday,15:00,Pedestrian,1,No,Yes,No,50,Outer Regional Australia,Townsville,Townsville (C),Local Road,No,No
20173171,QLD,September,2017,Saturday,02:00,Single vehicle,1,No,No,No,70,Inner Regional Australia,Central Queensland,Rockhampton (R),Sub-Arterial Road,No,No
20173182,QLD,September,2017,Sunday,04:00,Multiple vehicle,1,No,No,No,100,Outer Regional Australia,Townsville,Townsville (C),National Or State Highway,No,No
20173186,QLD,September,2017,Tuesday,09:00,Multiple vehicle,1,No,No,No,60,Major Cities of Australia,Gold Coast,Gold Coast (C),Sub-Arterial Road,No,No
20173201,QLD,September,2017,Tuesday,12:00,Multiple vehicle,1,No,No,Yes,110,Very Remote Australia,Queensland - Outback,Murweh (S),National Or State Highway,No,No
20173211,QLD,September,2017,Wednesday,12:00,Single vehicle,1,No,No,No,50,Inner Regional Australia,Toowoomba,Toowoomba (R),Local Road,No,No
20173001,QLD,August,2017,Saturday,01:00,Multiple vehicle,1,No,No,No,100,Major Cities of Australia,Ipswich,Ipswich (C),Sub-Arterial Road,No,No
20173003,QLD,August,2017,Monday,18:00,Pedestrian,1,No,No,No,60,Inner Regional Australia,Wide Bay,Fraser Coast (R),Collector Road,No,No
20173023,QLD,August,2017,Friday,13:00,Multiple vehicle,1,No,No,No,70,Major Cities of Australia,Brisbane - South,Brisbane (C),Sub-Arterial Road,No,No
20173032,QLD,August,2017,Thursday,17:00,Multiple vehicle,1,No,No,Yes,100,Outer Regional Australia,Darling Downs - Maranoa,Southern Downs (R),National Or State Highway,No,No
20173041,QLD,August,2017,Sunday,03:00,Pedestrian,1,Yes,No,No,40,Major Cities of Australia,Brisbane Inner City,Brisbane (C),Collector Road,No,No
20173051,QLD,August,2017,Saturday,11:00,Single vehicle,1,No,No,No,60,Inner Regional Australia,Sunshine Coast,Sunshine Coast (R),Local Road,No,No
20173076,QLD,August,2017,Thursday,19:00,Multiple vehicle,1,No,No,Yes,70,Major Cities of Australia,Gold Coast,Gold Coast (C),Local Road,No,No
20173102,QLD,August,2017,Wednesday,08:00,Single vehicle,2,No,No,No,100,Inner Regional Australia,Darling Downs - Maranoa,Southern Downs (R),National Or State Highway,No,No
20173103,QLD,August,2017,Friday,11:00,Multiple vehicle,1,No,No,No,70,Major Cities of Australia,Sunshine Coast,Sunshine Coast (R),Sub-Arterial Road,No,No
20173127,QLD,August,2017,Saturday,20:00,Single vehicle,1,No,No,No,100,Remote Australia,Central Queensland,Central Highlands (R) (Qld),Collector Road,No,No
20173167,QLD,August,2017,Friday,17:00,Single vehicle,1,No,No,No,100,Outer Regional Australia,Townsville,Townsville (C),National Or State Highway,No,No
20173188,QLD,August,2017,Sunday,10:00,Multiple vehicle,2,No,No,No,100,Major Cities of Australia,Logan - Beaudesert,Logan (C),Sub-Arterial Road,No,No
20173197,QLD,August,2017,Sunday,18:00,Single vehicle,1,No,No,No,100,Very Remote Australia,Queensland - Outback,Carpentaria (S),Sub-Arterial Road,No,No
20173225,QLD,August,2017,Tuesday,17:00,Multiple vehicle,1,No,No,No,70,Major Cities of Australia,Moreton Bay - North,Moreton Bay (R),Sub-Arterial Road,No,No
20173226,QLD,August,2017,Thursday,09:00,Pedestrian,1,No,No,No,60,Outer Regional Australia,Townsville,Townsville (C),Sub-Arterial Road,No,No
20173002,QLD,July,2017,Friday,10:00,Single vehicle,1,No,No,No,60,Outer Regional Australia,Mackay - Isaac - Whitsunday,Whitsunday (R),Sub-Arterial Road,No,No
20173007,QLD,July,2017,Thursday,17:00,Pedestrian,1,No,Yes,No,50,Major Cities of Australia,Sunshine Coast,Sunshine Coast (R),Local Road,No,No
20173026,QLD,July,2017,Sunday,19:00,Single vehicle,1,No,No,No,60,Major Cities of Australia,Gold Coast,Gold Coast (C),Local Road,No,No
20173027,QLD,July,2017,Monday,13:00,Single vehicle,1,No,No,No,60,Major Cities of Australia,Moreton Bay - South,Moreton Bay (R),Local Road,No,No
20173028,QLD,July,2017,Sunday,07:00,Multiple vehicle,1,No,No,No,50,Inner Regional Australia,Moreton Bay - South,Moreton Bay (R),Sub-Arterial Road,No,No
20173075,QLD,July,2017,Sunday,00:00,Single vehicle,1,No,No,No,100,Inner Regional Australia,Darling Downs - Maranoa,Toowoomba (R),Collector Road,No,No
20173097,QLD,July,2017,Thursday,06:00,Single vehicle,1,No,No,No,60,Inner Regional Australia,Gold Coast,Gold Coast (C),Sub-Arterial Road,No,No
20173099,QLD,July,2017,Tuesday,05:00,Single vehicle,1,No,No,No,60,Major Cities of Australia,Logan - Beaudesert,Logan (C),Local Road,No,No
20173100,QLD,July,2017,Tuesday,12:00,Single vehicle,1,No,No,No,100,Inner Regional Australia,Ipswich,Somerset (R),Sub-Arterial Road,No,No
20173111,QLD,July,2017,Sunday,15:00,Single vehicle,2,No,No,No,100,Remote Australia,Darling Downs - Maranoa,Maranoa (R),Local Road,No,No
20173125,QLD,July,2017,Saturday,22:00,Multiple vehicle,1,No,No,No,60,Outer Regional Australia,Cairns,Cairns (R),National Or State Highway,No,No
20173141,QLD,July,2017,Saturday,04:00,Single vehicle,1,No,No,No,80,Inner Regional Australia,Sunshine Coast,Sunshine Coast (R),National Or State Highway,No,No
